Accrued Expense,Adopted,Agency,Budget Code,Budget Name,Cash Expense,Committed,Department,Encumbered,Expense Category,Modified,Post Adjustments,Pre-Encumbered,Year
1100343.00,0.00,Department of Education,2150,Smart Schools Technology,773386.34,1873729.34,NPS & FIT PMTS - OTPS,0.00,EQUIPMENT GENERAL,1868576.00,0.00,0.00,2025
0.00,1868304.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,1216847.49,1216847.49,GE INSTR & SCH LEADERSHIP - PS,0.00,OVERTIME,1868304.00,0.00,0.00,2025
601070.71,1500000.00,Department of Youth and Community Development,4011,CMS - Theraputic Services,1193309.29,1794380.00,OFFICE OF NEIGHBORHOOD SAFETY- OTPS,0.00,EDUCATION & REC FOR YOUTH PRGM,1862574.00,0.00,0.00,2025
836563.00,1941873.00,Department of Youth and Community Development,4035,MAP - Other,1014449.00,1851012.00,OFFICE OF NEIGHBORHOOD SAFETY- OTPS,0.00,EDUCATION & REC FOR YOUTH PRGM,1851012.00,0.00,0.00,2025
0.00,1839384.00,Department of Education,4648,GE Central Managed Sch Supp,6393963.43,6393963.43,GE INSTR & SCH LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,1839384.00,0.00,0.00,2025
0.00,1819156.00,Department of Education,1101,OFFICE OF PUPIL TRANSPORTATION,3220272.02,3220272.02,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,1819156.00,0.00,0.00,2025
169529.03,1818924.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,621384.84,790913.87,CATEGORICAL PROGRAMS - OTPS,0.00,LIBRARY BOOKS,1818924.00,0.00,0.00,2025
0.00,217096.00,Department of Education,Z042,PlaNYC Energy Costs,1340941.82,1340941.82,SCHOOL FACILITIES - PS,0.00,FULL YEAR POSITIONS,1814947.00,0.00,0.00,2025
771002.86,1806200.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,5286228.79,6057231.65,CATEGORICAL PROGRAMS - OTPS,0.00,TRANSPORTATION OF PUPILS,1806200.00,0.00,0.00,2025
0.00,1805756.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,795403.78,795403.78,CATEGORICAL PROGRAMS - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,1805756.00,0.00,0.00,2025
0.00,1801695.00,Department of Education,8907,UPK DOE FIELD,1238056.74,1238056.74,UNIVERSAL PRE-K - PS,0.00,SOCIAL SECURITY CONTRIBUTIONS,1801695.00,0.00,0.00,2025
900283.95,0.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,1503987.11,2404271.06,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TRANSPORTATION OF PUPILS,1800000.00,0.00,0.00,2025
0.00,1789730.00,Department of Education,2641,TEACHING & LEARNING,2414139.49,2414139.49,SCHOOL SUPPORT ORGANIZATION,0.00,FULL YEAR POSITIONS,1789730.00,0.00,0.00,2025
0.00,1785488.00,Department of Education,8844,REIMBURSEABLE SUPPORT - INDIRECT COST,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,1785488.00,0.00,0.00,2025
96509.04,3876418.00,Department of Education,5411,RELATED SERVICES -CENTRALLY ADMINISTERED,564838.13,661347.17,SE INSTRUCTIONAL SUPPORT - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,1767755.00,0.00,0.00,2025
0.00,1783580.00,Department of Education,7301,DIVISION OF HUMAN RESOURCES,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,TRAINING PRGM CITY EMPLOYEES,1758466.00,0.00,0.00,2025
0.00,1754245.00,Department of Education,7719,DIIT,103576.92,103576.92,CENTRAL ADMINISTRATION - OTPS,0.00,TELECOMMUNICATIONS MAINT,1754245.00,0.00,0.00,2025
0.00,3360457.00,Department of Education,8807,UPK DOE CENTRAL,358849.90,358849.90,UNIVERSAL PRE-K - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,1749707.00,0.00,0.00,2025
0.00,1734746.00,Department of Education,7215,OFFICE OF PARENT ENGAGEMENT,862550.12,862550.12,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,1734746.00,0.00,0.00,2025
0.00,1734741.00,Department of Education,7259,OFFICE OF LABOR RELATIONS,2230058.09,2230058.09,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,1734741.00,0.00,0.00,2025
0.00,1730000.00,Department of Education,5111,RELATED SERVICES - CITYWIDE SPECIAL EDUC,2302952.26,2302952.26,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,EDUC AND LICENCE DIFFERENTIAL,1730000.00,0.00,0.00,2025
0.00,1723171.00,Department of Education,1102,SIRT SUBSIDY,12957.20,12957.20,PUPIL TRANSPORTATION - OTPS,0.00,TRANSPORTATION OF PUPILS,1723171.00,0.00,0.00,2025
0.00,18000.00,Department of Education,5105,INSTRUCTIONAL SUPPORT SERVICES - CWSPED,1910987.79,1910987.79,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,1718000.00,0.00,0.00,2025
0.00,1713063.00,Department of Education,8870,REIMBURSEABLE SUPPORT - NPS,2360509.38,2360509.38,CATEGORICAL PROGRAMS - OTPS,0.00,DATA PROCESSING SUPPLIES,1713063.00,0.00,0.00,2025
0.00,1708515.00,Department of Education,7247,Office of Capital and Finance,4858798.12,4858798.12,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,1708515.00,0.00,0.00,2025
1361891.57,300000.00,Department of Education,2131,Miscellaneous FIT,277904.08,1639795.65,NPS & FIT PMTS - OTPS,0.00,PMNTS FASHION INSTITUT TECHNOL,1705943.00,0.00,0.00,2025
0.00,0.00,Department of Education,4620,BEFORE/AFTER SCH TIME & EXTEND USE - HS,1636622.53,1636622.53,GE INSTR & SCH LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,1700000.00,0.00,0.00,2025
0.00,1683272.00,Department of Education,2671,P311,1267261.28,1267261.28,SCHOOL SUPPORT ORGANIZATION,0.00,FULL YEAR POSITIONS,1683272.00,0.00,0.00,2025
0.00,1682002.00,Department of Education,8844,REIMBURSEABLE SUPPORT - INDIRECT COST,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV COMPUTER SERVICES,1682002.00,0.00,0.00,2025
0.00,1657530.00,Department of Education,8816,REGIONAL & CITYWIDE INST & OPS ADMIN,9141197.76,9141197.76,CATEGORICAL PROGRAMS - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,1657530.00,0.00,0.00,2025
0.00,1656610.00,Department of Education,5483,TL Match for Chp 683,2006861.30,2006861.30,SE INSTRUCTIONAL SUPPORT - OTPS,0.00,PROF SERV DIRECT EDUC SERV,1656610.00,0.00,0.00,2025
0.00,0.00,Housing Preservation and Development,4150,Housing Education Program - TL,1595640.65,1595640.65,HOUSING MAINTENANCE AND SALES,0.00,FULL YEAR POSITIONS,1652066.00,0.00,0.00,2025
0.00,1651335.00,Department of Education,8489,GE Reimbursable Support,2800468.51,2800468.51,GE INSTR & SCH LEADERSHIP - PS,0.00,UNEMPLOYMENT INSURANCE,1651335.00,0.00,0.00,2025
0.00,609000.00,Department of Education,7785,OFFICE OF IMPARTIAL HEARINGS,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV COMPUTER SERVICES,1648080.00,0.00,0.00,2025
41627.57,1923778.00,Department of Education,1229,DIRECT FIELD OPERATIONS,200700.50,242328.07,SCHOOL FOOD SERVICES - OTPS,0.00,TEMPORARY SERVICES,1647808.00,0.00,0.00,2025
0.00,1612244.00,Department of Education,7238,Special Education Initiatives,2333258.90,2333258.90,CENTRAL ADMINISTRATION - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,1612244.00,0.00,0.00,2025
0.00,1595326.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,128695.22,128695.22,GE INSTR & SCH LEADERSHIP - OTPS,0.00,LIBRARY BOOKS,1595326.00,0.00,0.00,2025
0.00,1027841.00,Department of Education,4325,SUMMER INSTRUCTIONAL PROGRAMS - ELM/MID,1118457.51,1118457.51,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV DIRECT EDUC SERV,1576453.00,0.00,0.00,2025
0.00,1566241.00,Department of Education,8707,UPK DOE SCHOOLS/NYCEEC,26730224.22,26730224.22,UNIVERSAL PRE-K - PS,0.00,UNSALARIED,1566241.00,0.00,0.00,2025
0.00,1534499.00,Department of Education,7303,Strategic Coordination & Planning,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV COMPUTER SERVICES,1534499.00,0.00,0.00,2025
0.00,1520894.00,Department of Education,5105,INSTRUCTIONAL SUPPORT SERVICES - CWSPED,1431460.90,1431460.90,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,1520894.00,0.00,0.00,2025
0.00,1516165.00,Department of Education,1733,SKILLED TRADES,5712777.78,5712777.78,SCHOOL FACILITIES - PS,0.00,OVERTIME,1516165.00,0.00,0.00,2025
0.00,1510635.00,Department of Education,7251,OSEPO,20000.00,20000.00,CENTRAL ADMINISTRATION - OTPS,0.00,PRINTING CONTRACTS,1510635.00,0.00,0.00,2025
0.00,1510528.00,Department of Education,8807,UPK DOE CENTRAL,0.00,0.00,UNIVERSAL PRE-K - OTPS,0.00,PRINTING CONTRACTS,1510528.00,0.00,0.00,2025
213180.87,1506635.00,Department of Education,7261,OFFICE OF AUDITOR GENERAL,5994.13,219175.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV ACCTING & AUDITING,1506635.00,0.00,0.00,2025
0.00,1500000.00,Department of Education,2644,SPECIAL EDUCATION ADMINISTRATION,25698.96,25698.96,SCHOOL SUPPORT ORGANIZATION,0.00,LONGEVITY DIFFERENTIAL,1500000.00,0.00,0.00,2025
0.00,1492114.00,Department of Education,8844,REIMBURSEABLE SUPPORT - INDIRECT COST,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,TEMPORARY SERVICES,1492114.00,0.00,0.00,2025
756000.03,1455515.00,Department of Youth and Community Development,4034,MAP - Mediation,509142.97,1265143.00,OFFICE OF NEIGHBORHOOD SAFETY- OTPS,0.00,EDUCATION & REC FOR YOUTH PRGM,1478176.00,0.00,0.00,2025
0.00,11612842.00,Department of Education,4149,NYC Reads and Solves,0.00,0.00,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,1460042.00,0.00,0.00,2025
1161211.20,1154741.00,Department of Education,1229,DIRECT FIELD OPERATIONS,6149078.36,7314291.51,SCHOOL FOOD SERVICES - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,1454741.00,4001.95,0.00,2025
0.00,0.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,1961544.23,1961544.23,CATEGORICAL PROGRAMS - PS,0.00,BONUS PAYMENTS,1453275.00,0.00,0.00,2025
0.00,108912.00,Department of Education,8707,UPK DOE SCHOOLS/NYCEEC,1433769.92,1433769.92,UNIVERSAL PRE-K - PS,0.00,UNEMPLOYMENT INSURANCE,1434391.00,0.00,0.00,2025
0.00,1431797.00,Department of Education,4901,SE CLASSROOM INSTRUCTION - HIGH SCHOOL,609624.75,609624.75,SE INSTR & SCH LEADERSHIP - PS,0.00,UNSALARIED,1431797.00,0.00,0.00,2025
0.00,1431236.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,962010.46,962010.46,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV OTHER,1431236.00,0.00,0.00,2025
0.00,1425548.00,Department of Education,1720,DIVISION OF SCHOOL FACILITIES,769971.53,769971.53,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,1425548.00,0.00,0.00,2025
0.00,420454.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,2018318.52,2018318.52,GE INSTR & SCH LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,1420454.00,0.00,0.00,2025
837018.80,0.00,Department of Education,5411,RELATED SERVICES -CENTRALLY ADMINISTERED,5552646.70,6389665.50,SE INSTRUCTIONAL SUPPORT - OTPS,0.00,JUDGEMENTS AND CLAIMS,1410000.00,0.00,0.00,2025
853969.18,1385623.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,1277849.89,2131819.07,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,PROF SERV DIRECT EDUC SERV,1385623.00,0.00,0.00,2025
111982.31,1419775.00,Department of Education,2129,NON-PUBLIC SCHOOL PAYMENTS,1489039.35,1601021.66,NPS & FIT PMTS - OTPS,0.00,LIBRARY BOOKS,1363905.00,0.00,0.00,2025
0.00,1360330.00,Department of Education,6101,ULIT FIELD,0.00,0.00,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,1360330.00,0.00,0.00,2025
0.00,1354560.00,Department of Education,6148,ULIT CENTRAL ON BEHALF OF SCHOOLS,0.00,0.00,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,1354560.00,0.00,0.00,2025
0.00,839084.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,1238724.24,1238724.24,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TEMPORARY SERVICES,1330883.00,0.00,0.00,2025
0.00,1330384.00,Department of Education,8489,GE Reimbursable Support,2113623.95,2113623.95,GE INSTR & SCH LEADERSHIP - PS,0.00,ANNUITY CONTRIBUTIONS,1330384.00,0.00,0.00,2025
0.00,29315113.00,Department of Education,8816,REGIONAL & CITYWIDE INST & OPS ADMIN,1028095.54,1028095.54,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV DIRECT EDUC SERV,1315113.00,0.00,0.00,2025
0.00,1300000.00,Department of Education,5111,RELATED SERVICES - CITYWIDE SPECIAL EDUC,1675391.22,1675391.22,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,OVERTIME,1300000.00,0.00,0.00,2025
0.00,1300000.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,1113527.95,1113527.95,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,TERMINAL LEAVE,1300000.00,0.00,0.00,2025
0.00,1299041.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,880138.58,880138.58,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TRANSPORTATION OF PUPILS,1299041.00,0.00,0.00,2025
0.00,6795.00,Department of Education,7785,OFFICE OF IMPARTIAL HEARINGS,695923.69,695923.69,CENTRAL ADMINISTRATION - OTPS,0.00,EQUIPMENT GENERAL,1295467.00,0.00,0.00,2025
0.00,1287997.00,Department of Education,7271,New Schools and Charter Partnerships,1459704.46,1459704.46,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,1287997.00,0.00,0.00,2025
0.00,1282134.00,Department of Education,4625,SUMMER INSTRUCTIONAL PROGRAMS - HS,70629.41,70629.41,GE INSTR & SCH LEADERSHIP - PS,0.00,UNSALARIED,1282134.00,0.00,0.00,2025
0.00,1278363.00,Department of Education,4648,GE Central Managed Sch Supp,0.00,0.00,GE INSTR & SCH LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES GENERAL,1278363.00,0.00,0.00,2025
0.00,1269776.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,1040053.79,1040053.79,GE INSTR & SCH LEADERSHIP - PS,0.00,LONGEVITY DIFFERENTIAL,1269776.00,0.00,0.00,2025
750.00,0.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,941134.51,941884.51,GE INSTR & SCH LEADERSHIP - OTPS,0.00,NON OVERNIGHT TRVL EXP-GENERAL,1265265.00,0.00,0.00,2025
0.00,11067163.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,414692.15,414692.15,GE INSTR & SCH LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,1233715.00,0.00,0.00,2025
0.00,1166185.00,Department of Education,5411,RELATED SERVICES -CENTRALLY ADMINISTERED,2828535.80,2828535.80,SE INSTRUCTIONAL SUPPORT - PS,0.00,PARAPROFESSIONAL PER SESSION,1218204.00,0.00,0.00,2025
0.00,1200000.00,Department of Education,1721,OPERATIONS AND MAINTENANCE,0.00,0.00,SCHOOL FACILITIES - OTPS,0.00,MAINT & OPER OF INFRASTRUCTURE,1200000.00,0.00,0.00,2025
0.00,1195000.00,Department of Education,5111,RELATED SERVICES - CITYWIDE SPECIAL EDUC,5862.00,5862.00,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,1195000.00,0.00,0.00,2025
390672.05,1192525.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,508223.37,898895.42,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,1192525.00,0.00,0.00,2025
0.00,0.00,Department of Information Technology and Telecommunications,9600,MOME -AI-WF Dev & Education,1191866.14,1191866.14,MAYOR'S OFFICE OF MEDIA & ENTERTAINMENT,0.00,CONTRACTUAL SERVICES-GENERAL,1192000.00,0.00,0.00,2025
0.00,1180026.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,52748.12,52748.12,CATEGORICAL PROGRAMS - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,1180026.00,0.00,0.00,2025
522000.00,135001.00,Department of Education,1108,GENERAL EDUCATION BUSES,464000.00,986000.00,PUPIL TRANSPORTATION - OTPS,0.00,NYC TRNST AUTH RED FR SCHL CHD,1174000.00,0.00,0.00,2025
669132.79,0.00,Department of Education,2160,Supplemental School Connectivity,495891.52,1165024.31,NPS & FIT PMTS - OTPS,0.00,EQUIPMENT GENERAL,1165024.00,0.00,0.00,2025
0.00,1165000.00,Department of Education,1229,DIRECT FIELD OPERATIONS,1048906.37,1048906.37,SCHOOL FOOD SERVICES - PS,0.00,LONGEVITY DIFFERENTIAL,1165000.00,0.00,0.00,2025
167693.96,345000.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,1465000.96,1632694.92,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,DATA PROCESSING SUPPLIES,1160049.00,0.00,0.00,2025
0.00,1158556.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,3432846.25,3432846.25,GE INSTR & SCH LEADERSHIP - PS,0.00,BACKPAY - PRIOR YEARS,1158556.00,0.00,0.00,2025
0.00,1155000.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,1559551.66,1559551.66,CATEGORICAL PROGRAMS - PS,0.00,LONGEVITY DIFFERENTIAL,1155000.00,0.00,0.00,2025
0.00,1152915.00,Department of Education,8807,UPK DOE CENTRAL,755541.10,755541.10,UNIVERSAL PRE-K - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,1152915.00,0.00,0.00,2025
216046.00,1161144.00,Department of Education,2641,TEACHING & LEARNING,0.00,216046.00,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,PROF SERV DIRECT EDUC SERV,1138799.00,0.00,0.00,2025
10004.05,4790396.00,Office of Administrative Trials & Hearings,2005,Special Education Unit,1120857.81,1130861.86,OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS,0.00,CONTRACTUAL SERVICES GENERAL,1136814.00,0.00,0.00,2025
23521.55,1124855.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,17599.00,41120.55,CATEGORICAL PROGRAMS - OTPS,0.00,DATA PROCESSING EQUIPMENT,1124855.00,0.00,0.00,2025
0.00,1119077.00,Department of Education,8918,PRE-K FOR THREE-YEAR-OLDS FIELD,56956236.44,56956236.44,UNIVERSAL PRE-K - PS,0.00,HEALTH INSURANCE PLAN CITY EMP,1119077.00,0.00,0.00,2025
145045.00,1111932.00,Department of Education,4801,SE CLASSROOM INSTRUCTION - E/M,1651115.95,1796160.95,SE INSTR & SCH LEADERSHIP -OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,1111932.00,0.00,0.00,2025
0.00,1110134.00,Department of Education,7315,RECRUITMENT,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV COMPUTER SERVICES,1110134.00,0.00,0.00,2025
0.00,1109103.00,Department of Education,2647,COMMITTEE ON SPECIAL EDUCATION,232092.76,232092.76,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,1109103.00,0.00,0.00,2025
0.00,1106921.00,Department of Education,8907,UPK DOE FIELD,0.00,0.00,UNIVERSAL PRE-K - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,1106921.00,0.00,0.00,2025
0.00,1105147.00,Department of Education,5183,TL Match for Chp 683,486703.11,486703.11,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,1105147.00,0.00,0.00,2025
0.00,1104046.00,Department of Education,2744,CITYWIDE ADMINISTRATION,2117466.21,2117466.21,SCHOOL SUPPORT ORGANIZATION,0.00,FULL YEAR POSITIONS,1104046.00,0.00,0.00,2025
210056.48,1104000.00,Department of Education,2644,SPECIAL EDUCATION ADMINISTRATION,3075.32,213131.80,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,TEMPORARY SERVICES,1104000.00,0.00,0.00,2025
476227.21,1094791.00,Department of Education,4648,GE Central Managed Sch Supp,3237429.34,3713656.55,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TEMPORARY SERVICES,1094791.00,0.00,0.00,2025
0.00,1090700.00,Department of Education,1226,WAREHOUSE AND DISTRIBUTION,0.00,0.00,SCHOOL FOOD SERVICES - OTPS,0.00,FIXED CHARGES - GENERAL,1090700.00,0.00,0.00,2025
0.00,1086222.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,2304656.82,2304656.82,CATEGORICAL PROGRAMS - PS,0.00,SUPPLEMENTAL EMPLOYEE WELF BEN,1086222.00,0.00,0.00,2025
0.00,1022103.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,1068000.00,1068000.00,CATEGORICAL PROGRAMS - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,1077103.00,0.00,0.00,2025
14695.00,1065001.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,552211.07,566906.07,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,DATA PROCESSING EQUIPMENT,1065001.00,0.00,0.00,2025
0.00,1054907.00,Department of Education,8827,PRE-K FOR THREE-YEAR-OLDS CENTRAL,295643.99,295643.99,UNIVERSAL PRE-K - PS,0.00,HEALTH INSURANCE PLAN CITY EMP,1054907.00,0.00,0.00,2025
0.00,900426.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,1072105.37,1072105.37,CATEGORICAL PROGRAMS - OTPS,0.00,TEMPORARY SERVICES,1035467.00,0.00,0.00,2025
0.00,1034312.00,Department of Education,7214,Deputy Chancellor of Finance and Techn,1229708.72,1229708.72,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,1034312.00,0.00,0.00,2025
0.00,1032390.00,Department of Education,7301,DIVISION OF HUMAN RESOURCES,327324.96,327324.96,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV OTHER,1032390.00,0.00,0.00,2025
-1105.00,1024095.00,Department of Education,4305,INSTRUCTIONAL SUPPORT SERV - ELEM / MID,2105225.41,2104120.41,GE INSTR & SCH LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,1024095.00,0.00,0.00,2025
0.00,1015000.00,Department of Education,1229,DIRECT FIELD OPERATIONS,572480.90,572480.90,SCHOOL FOOD SERVICES - PS,0.00,TERMINAL LEAVE,1015000.00,0.00,0.00,2025
0.00,1000798.00,Department of Education,6148,ULIT CENTRAL ON BEHALF OF SCHOOLS,0.00,0.00,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,EDUCATION & REC FOR YOUTH PRGM,1000798.00,0.00,0.00,2025
0.00,1000001.00,Department of Education,8844,REIMBURSEABLE SUPPORT - INDIRECT COST,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,FOOD & FORAGE SUPPLIES,1000001.00,0.00,0.00,2025
0.00,1000000.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,724172.83,724172.83,CATEGORICAL PROGRAMS - PS,0.00,AWARDS/EXPENSES-WORKMENS COMP,1000000.00,0.00,0.00,2025
0.00,1000000.00,Department of Education,7719,DIIT,1790098.97,1790098.97,CENTRAL ADMINISTRATION - PS,0.00,LONGEVITY DIFFERENTIAL,1000000.00,0.00,0.00,2025
0.00,1000000.00,Department of Education,2644,SPECIAL EDUCATION ADMINISTRATION,74901.76,74901.76,SCHOOL SUPPORT ORGANIZATION,0.00,TERMINAL LEAVE,1000000.00,0.00,0.00,2025
0.00,990996.00,Department of Education,2125,CONTRACT SCHOOLS (IN STATE),668500.92,668500.92,CONTRACT SCHOOLS/FOSTER/CH 683 PMTS,0.00,TRANSPORTATION OF PUPILS,990996.00,0.00,0.00,2025
0.00,989326.00,Administration for Children's Services,1308,EDUCATION UNIT PRIVATE DONATION,0.00,0.00,ADMINISTRATIVE-PS,0.00,FULL YEAR POSITIONS,989326.00,0.00,0.00,2025
0.00,967441.00,Department of Education,7719,DIIT,3368027.91,3368027.91,CENTRAL ADMINISTRATION - OTPS,0.00,EQUIPMENT GENERAL,967441.00,0.00,0.00,2025
0.00,965793.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,661.68,661.68,GE INSTR & SCH LEADERSHIP - OTPS,0.00,LIBRARY BOOKS,965793.00,0.00,0.00,2025
0.00,961458.00,Department of Education,8807,UPK DOE CENTRAL,0.00,0.00,UNIVERSAL PRE-K - OTPS,0.00,TEMPORARY SERVICES,961458.00,0.00,0.00,2025
0.00,0.00,Department of Education,4620,BEFORE/AFTER SCH TIME & EXTEND USE - HS,739044.36,739044.36,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TRANSPORTATION OF PUPILS,950000.00,0.00,0.00,2025
0.00,323225.00,Department of Education,7701,DIVISION OF FINANCE OPERATIONS,919581.62,919581.62,CENTRAL ADMINISTRATION - OTPS,0.00,TEMPORARY SERVICES,929600.00,0.00,0.00,2025
1038212.58,112153.00,Department of Education,4648,GE Central Managed Sch Supp,469692.66,1507905.24,GE INSTR & SCH LEADERSHIP - OTPS,0.00,NON OVERNIGHT TRVL EXP-GENERAL,925973.00,0.00,0.00,2025
0.00,925000.00,Department of Education,5111,RELATED SERVICES - CITYWIDE SPECIAL EDUC,278134.72,278134.72,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,925000.00,0.00,0.00,2025
